Date,Open,High,Low,Close,Adj Close,Volume,Returns,Daily_Return,Typical_Price,Typical_Price_Return,Trend_ADX,Trend_AroonIndicator,Trend_CCI,Trend_DPO,Trend_EMA,Trend_MACD,Trend_MI,Volumne_CMF,Volumne_EOM,Volumne_FI,Volumne_MFI,Volumne_VWAP,Mkt-RF,SMB,HML,RF,Mkt-RF,SMB,HML,RF,Mkt-RF,SMB,HML,RF
2023-03-07,94.9800033569336,95.66999816894531,93.52999877929688,93.86000061035156,93.86000061035156,27835500.0,-1.2699966430664062,-0.013440031477426118,94.35333251953125,-0.7181109885898707,16.311980588391616,-60.0,7.460583361831211,0.2964981079101534,93.63114837729046,-0.7290019424116565,24.104072211596623,-0.019471708963666914,-2.9599049291248503,-9683345.462779546,31.686998658612836,94.97707392314094,-1.45,0.74,-0.66,0.016,-1.45,0.74,-0.66,0.016,-1.45,0.74,-0.66,0.016
2023-03-08,94.12000274658203,95.95999908447266,94.0,94.25,94.25,34103300.0,0.3899993896484375,0.004146509459062031,94.73666636149089,0.40545176304087605,16.39652605598308,-60.0,37.694900064338825,-1.5939994812011662,93.69008662707232,-0.5813074988434721,24.102640282822097,-0.09134019475042315,2.183957991175314,-7494430.067753157,30.08350310324792,94.34636459097041,0.08,0.19,-0.39,0.016,0.08,0.19,-0.39,0.016,0.08,0.19,-0.39,0.016
2023-03-09,94.05000305175781,95.52999877929688,91.9000015258789,92.31999969482422,92.31999969482422,28813500.0,-1.9300003051757812,-0.02069002687396093,93.25,-1.5817051119018544,16.070639343365066,-55.00000000000001,4.55929175454214,-1.3814987182617244,93.55960215733441,-0.612928030377077,24.154437186950922,-0.07061458435107226,-15.936780710428218,-12076871.374936892,32.7239065162473,93.64029426769534,-2.02,-0.63,-0.66,0.016,-2.02,-0.63,-0.66,0.016,-2.02,-0.63,-0.66,0.016
2023-03-10,92.16999816894531,92.79000091552734,90.4000015258789,90.62999725341797,90.62999725341797,35941000.0,-1.69000244140625,-0.0184755456929091,91.27333323160808,-2.14253921009373,15.490653243969442,-30.0,-55.4377960482277,-1.9225006103515625,93.28059216648522,-0.7655320258460421,24.227698343443823,-0.026261469093055594,-14.097538057538546,-16711491.029379286,36.60158812130955,93.11154870681027,-1.68,-1.47,0.8,0.016,-1.68,-1.47,0.8,0.016,-1.68,-1.47,0.8,0.016
2023-03-13,90.08999633789062,92.56999969482422,89.41999816894531,91.11000061035156,91.11000061035156,37335600.0,0.48000335693359375,0.005282320663579476,91.03333282470703,-0.2632932198691762,14.76865137542595,-30.0,-57.281143662300885,-3.509502792358404,93.07386916113916,-0.8380786829869038,24.18401571375358,0.033132794079169164,-5.062214415487278,-13413138.232949842,37.59677240654473,92.8475651337648,-0.34,-0.62,-3.52,0.016,-0.34,-0.62,-3.52,0.016,-0.34,-0.62,-3.52,0.016
2023-03-14,92.55999755859375,94.36000061035156,92.44000244140625,93.97000122070312,93.97000122070312,36050200.0,2.8600006103515625,0.030908020960493054,93.59000142415364,2.76978211618113,14.375732848337105,-30.0,35.28637652514954,-2.737497329711914,93.15921507157383,-0.6572182809696585,24.147251585053375,0.054515853712075034,12.808807098927264,-2316306.5914026294,43.473102284594134,92.76551203224157,1.71,0.12,-0.4,0.016,1.71,0.12,-0.4,0.016,1.71,0.12,-0.4,0.016
2023-03-15,93.22000122070312,96.93000030517578,92.63999938964844,96.11000061035156,96.11000061035156,50622100.0,2.1399993896484375,0.022517779800422133,95.22666676839192,1.7336460300219514,14.384810145606048,-30.0,88.92377321744092,-2.619002532958987,93.44024226574314,-0.337316666756621,24.13402748263049,0.031870629952867324,11.737253230073971,8221557.188990209,51.01029075287894,92.85139117884697,-0.79,-0.08,-1.81,0.016,-0.79,-0.08,-1.81,0.016,-0.79,-0.08,-1.81,0.016
2023-03-16,96.19999694824219,101.19000244140625,95.5,100.31999969482422,100.31999969482422,65492000.0,4.209999084472656,0.04287169865684248,99.00333404541016,3.889351110756323,14.929002301819196,70.0,200.1944199953499,-2.487999343872076,94.09545725898896,0.253002948459482,24.216464354874145,0.03309750141178069,30.929604387460273,33697719.36530383,52.21872098478725,93.18485417627865,1.76,0.18,-0.19,0.016,1.76,0.18,-0.19,0.016,1.76,0.18,-0.19,0.016
2023-03-17,100.26000213623047,102.83999633789062,100.0999984741211,101.62000274658203,101.62000274658203,61028500.0,1.3000030517578125,0.01287531935096542,101.51999918619792,2.5102288596067446,15.627679881839063,75.0,240.37403004645788,-1.1534999847412166,94.81208063875974,0.8163247941569409,24.116924214330748,0.06849873641470595,14.030302026131112,38044340.02043696,59.531176755223946,93.71023741072432,-1.21,-0.81,-1.55,0.016,-1.21,-0.81,-1.55,0.016,-1.21,-0.81,-1.55,0.016
2023-03-20,100.12000274658203,101.75,99.87000274658203,101.22000122070312,101.22000122070312,32960400.0,-0.40000152587890625,-0.003944015347720153,100.94666798909505,-0.56634777226936,16.24576441712196,75.0,185.80824949653038,0.15300140380858807,95.42235878942101,1.2164620182753367,24.04776606828437,0.08939362509339685,-3.764489292516662,33165430.466721144,59.45279837044234,94.00134454262725,0.84,-0.62,0.75,0.016,0.84,-0.62,0.75,0.016,0.84,-0.62,0.75,0.016
2023-03-21,101.25,105.0999984741211,101.22000122070312,104.91999816894531,104.91999816894531,42110300.0,3.6999969482421875,0.035901759700927904,103.74666595458984,2.7359685549743773,17.185707516928993,85.0,199.7320245859215,0.9764972686767521,96.32689587318524,1.8112534801278883,24.163965783524347,0.17964330791939193,21.652630413761624,44845673.42127751,64.54806755164738,94.62936532108237,1.49,0.45,0.67,0.016,1.49,0.45,0.67,0.016,1.49,0.45,0.67,0.016
2023-03-22,104.2699966430664,106.58999633789062,103.33000183105469,103.37000274658203,103.37000274658203,43427400.0,-1.5499954223632812,-0.014883326395969121,104.43000030517578,0.656497019674962,18.221096346736704,85.0,174.2463460625331,-0.8794994354248047,96.99766795636587,2.1329707629277976,24.30009828858506,0.10544805541087604,13.512178083712728,34163964.409237824,69.27024162609622,95.3162627203472,-1.74,-0.8,-0.47,0.016,-1.74,-0.8,-0.47,0.016,-1.74,-0.8,-0.47,0.016
2023-03-23,105.05999755859375,106.30000305175781,104.45999908447266,105.5999984741211,105.5999984741211,40797800.0,2.2299957275390625,0.021343545671759223,105.45333353678386,0.975152549864422,19.20471573505403,95.0,156.8674796639484,-1.2249999999999943,97.81693752948541,2.5386125010740983,24.348718732466693,0.116325214272967,1.894232816892036,39574912.531500235,74.61841233097945,96.0999470657475,0.21,-0.17,-1.55,0.016,0.21,-0.17,-1.55,0.016,0.21,-0.17,-1.55,0.016
2023-03-24,104.98999786376953,105.48999786376953,103.83999633789062,105.44000244140625,105.44000244140625,30393300.0,-0.15999603271484375,-0.00151626291389384,104.92333221435547,-0.5038604845469585,20.00249596972353,95.0,124.60991055669955,-3.9705005645751896,98.54294371157312,2.8147297064015078,24.32957810659064,0.1628226149647178,-3.8816371931642153,35342748.726489544,74.69434080635864,96.78888129107544,0.46,0.11,0.72,0.016,0.46,0.11,0.72,0.016,0.46,0.11,0.72,0.016
2023-03-27,104.62000274658203,104.76000213623047,101.93000030517578,102.45999908447266,102.45999908447266,31120900.0,-2.9800033569335938,-0.028669624333061527,103.0500005086263,-1.8015601794740377,20.352253171537974,85.0,85.61773406966905,-6.290002822875977,98.9159966042302,2.76126309285533,24.363849474667344,0.12581021759751526,-12.003479198043504,23144354.89817676,70.60603587264919,97.29901257815607,0.27,0.22,1.01,0.016,0.27,0.22,1.01,0.016,0.27,0.22,1.01,0.016
2023-03-28,102.44000244140625,102.44999694824219,99.73999786376953,101.02999877929688,101.02999877929688,32057900.0,-1.4300003051757812,-0.01405497921853538,101.07333119710286,-1.9368007422317035,20.253120383843445,85.0,51.59781649869835,-6.358499526977539,99.11733014471274,2.5738318118253005,24.476941745026945,0.13238816808504136,-19.020298515777935,16574149.023750909,66.45684453150625,97.73893982311317,-0.17,-0.17,0.75,0.016,-0.17,-0.17,0.75,0.016,-0.17,-0.17,0.75,0.016
2023-03-29,102.27999877929688,102.48999786376953,100.6500015258789,101.38999938964844,101.38999938964844,28779600.0,0.3600006103515625,0.003556970587588637,101.50999959309895,0.43110069379830307,20.164268668734017,40.0,51.46518542851015,-4.049998855590815,99.33377483470662,2.426370522820406,24.584813276128216,0.1247719395178701,3.036881929962356,15982389.456314998,66.50655239325292,98.18473859724217,1.39,-0.3,-0.54,0.016,1.39,-0.3,-0.54,0.016,1.39,-0.3,-0.54,0.016
2023-03-30,100.91000366210938,101.16000366210938,99.77999877929688,100.88999938964844,100.88999938964844,33086200.0,-0.5,-0.004943652574033841,100.61000061035156,-0.8905649417388695,19.908069307089754,40.0,33.57307956107791,-2.354499435424799,99.48198669708202,2.243301187869889,24.620061774720135,0.11757102449739545,-4.588025416558592,12884723.793808807,62.23603447562564,98.58260858941357,0.5,-0.54,-0.58,0.016,0.5,-0.54,-0.58,0.016,0.5,-0.54,-0.58,0.016
2023-03-31,101.30000305175781,103.88999938964844,101.04000091552734,103.7300033569336,103.7300033569336,36863400.0,2.8400039672851562,0.02776059343534687,102.8866678873698,2.237640829864862,20.03601984019828,40.0,62.717016360292206,1.3514995574951172,99.88655971230598,2.3008591343687925,24.750502548164615,0.11988130804993581,15.423818507638455,21628293.17036222,62.49299745328761,99.03597515196714,1.53,0.69,-0.77,0.016,1.53,0.69,-0.77,0.016,1.53,0.69,-0.77,0.016
2023-04-03,102.38999938964844,104.52999877929688,101.93000030517578,104.36000061035156,104.36000061035156,25035400.0,0.6299972534179688,0.006055064311086156,103.6066665649414,0.6973606168397595,20.239432498773187,40.0,68.14576269535712,2.19000244140625,100.31260170259603,2.3699899658372345,24.96121075305463,0.14358414158466,7.944739232404937,21070573.176824886,62.2386300877266,99.3610678542473,0.28,-0.47,0.78,0.018,0.28,-0.47,0.78,0.018,0.28,-0.47,0.78,0.018
2023-04-04,104.33000183105469,105.58000183105469,104.04000091552734,104.72000122070312,104.72000122070312,24420100.0,0.3600006103515625,0.0034436671414255215,104.78000132242839,1.1261249763558467,20.566190415158218,40.0,81.0119547567085,1.2470008850097685,100.73235403765383,2.425861862932166,25.081335694203204,0.16608666147794562,9.96394063234425,19901113.912826914,65.7140001905662,99.72315424675148,-0.72,-0.97,-0.72,0.018,-0.72,-0.97,-0.72,0.018,-0.72,-0.97,-0.72,0.018
2023-04-05,105.77999877929688,106.0999984741211,103.66000366210938,104.47000122070312,104.47000122070312,28290500.0,-0.25,-0.0023901727243327286,104.7433344523112,-0.03500027369831571,20.942553696924186,40.00000000000001,76.13435161584418,4.435997772216794,101.08832043603948,2.4220479719047603,25.234760817412354,0.18873080900660033,0.6037323207914223,17332186.39731959,61.61711473107314,100.14226270991549,-0.4,-1.4,1.4,0.018,-0.4,-1.4,1.4,0.018,-0.4,-1.4,1.4,0.018
2023-04-06,105.26000213623047,109.16999816894531,104.33000183105469,108.41999816894531,108.41999816894531,48711500.0,3.9499969482421875,0.03711259640951958,107.30666605631511,2.417784925120081,21.66201927495571,90.0,117.54561441139266,2.081002426147464,101.786575458221,2.706557666009104,25.460334556534903,0.2567541988908805,18.580392683825472,34006290.20179385,66.3660758720446,100.85849787529521,0.34,0.06,-0.53,0.018,0.34,0.06,-0.53,0.018,0.34,0.06,-0.53,0.018
2023-04-10,106.9800033569336,107.58999633789062,105.12000274658203,106.44000244140625,106.44000244140625,27067400.0,-1.9799957275390625,-0.018431087897247345,106.38333384195964,-0.8641845300263462,22.34551157408566,90.0,96.8591907796644,3.5204978942871037,102.22975898042911,2.7406717823725444,25.673289272090216,0.30064347440087413,-3.604515392096139,25663468.624900073,66.71295651810615,101.51229661889803,0.2,0.79,0.27,0.018,0.2,0.79,0.27,0.018,0.2,0.79,0.27,0.018
2023-04-11,106.55000305175781,106.7300033569336,104.68000030517578,105.3499984741211,105.3499984741211,26311800.0,-1.0900039672851562,-0.01029334328011533,105.58666737874348,-0.7516820396922697,22.888359433956072,90.0,76.68434081348063,2.6485019683837834,102.52692464649502,2.649214756123172,25.79354660561362,0.28919500460138353,-5.064257449349556,20487903.385727346,67.2571038229803,102.18168227105542,0.06,0.47,0.58,0.018,0.06,0.47,0.58,0.018,0.06,0.47,0.58,0.018
2023-04-12,106.58000183105469,106.75,104.33999633789062,104.63999938964844,104.63999938964844,24370300.0,-0.7099990844726562,-0.006762243890278796,105.24333190917969,-0.3256991644754237,23.319901950070754,85.0,64.6488298114591,-0.8650012969970646,102.72816986012867,2.490731805672155,25.857628372069136,0.2396279700457661,-1.582292428220025,16888780.1405796,63.49805071675828,102.70606566838107,-0.51,-0.54,0.37,0.018,-0.51,-0.54,0.37,0.018,-0.51,-0.54,0.37,0.018
2023-04-13,105.83999633789062,107.48999786376953,105.83999633789062,107.43000030517578,107.43000030517578,24843600.0,2.7900009155273438,0.026313593643126687,106.91999816894531,1.5805758371902456,23.826207127432998,80.0,113.65421298799303,-2.861001586914057,103.17596323584745,2.560744019455754,25.84848142402663,0.23672066274630288,7.43853526297561,21881626.483857267,62.41752905626377,103.38951278065427,1.39,0.36,-1.17,0.018,1.39,0.36,-1.17,0.018,1.39,0.36,-1.17,0.018
2023-04-14,106.88999938964844,108.94000244140625,106.83999633789062,108.87000274658203,108.87000274658203,26578000.0,1.44000244140625,0.013315059602032164,108.21666717529297,1.2054520841206617,24.48972388758378,100.0,147.68650177722682,-2.9285011291503906,103.71825271306027,2.7012866151026316,25.690079468349914,0.21959152387079117,9.679104083599839,23442651.093746606,60.466793246839686,104.011365460434,-0.23,-0.95,0.2,0.018,-0.23,-0.95,0.2,0.018,-0.23,-0.95,0.2,0.018
2023-04-17,104.66000366210938,106.16000366210938,104.5199966430664,105.97000122070312,105.97000122070312,37571200.0,-2.9000015258789062,-0.026998488415105548,105.5500005086263,-2.495061587331193,24.540368738361828,60.0,46.15583471881964,-3.646001052856448,103.9327049518834,2.5492752892276087,25.509060498148436,0.2619838303354039,-11.130910504145495,10833204.577284878,53.26182405834051,104.33682093214038,0.33,0.79,-0.2,0.018,0.33,0.79,-0.2,0.018,0.33,0.79,-0.2,0.018
2023-04-18,106.48999786376953,106.54000091552734,104.06999969482422,104.5,104.5,26596400.0,-1.470001220703125,-0.013968975301206221,105.03666687011719,-0.48752816278172517,24.481971444708318,60.0,20.79752203849622,-0.9699970245361271,103.98673305170402,2.2838614716998933,25.321048612169946,0.21492296690650542,-0.3250427344765956,6077971.715990262,53.687683999752,104.54099925558036,0.04,-0.43,-0.3,0.018,0.04,-0.43,-0.3,0.018,0.04,-0.43,-0.3,0.018
2023-04-19,103.58000183105469,104.9800033569336,103.06999969482422,104.18000030517578,104.18000030517578,20905700.0,-0.31999969482421875,-0.003066896158507859,104.07666778564453,-0.9181679688637701,24.190928126131066,60.0,-21.45102229362057,-0.3029998779296932,104.00513945679657,2.0243622205261005,25.187541234528688,0.16590909241731774,-11.694429538128649,4861991.77922103,48.74352120237952,104.57946546872554,-0.04,0.28,0.4,0.018,-0.04,0.28,0.4,0.018,-0.04,0.28,0.4,0.018
2023-04-20,103.91000366210938,106.25,103.87000274658203,105.29000091552734,105.29000091552734,27820800.0,1.1100006103515625,0.010598281317602876,105.1366678873698,1.0133284942599907,24.111973677704576,60.0,23.001475038822637,-0.03899917602538494,104.12750721477093,1.8865282437025854,24.96295373496134,0.24956309648030908,8.85415514337775,7340002.560292241,47.43225796796633,104.61602115951362,-0.61,0.09,-0.26,0.018,-0.61,0.09,-0.26,0.018,-0.61,0.09,-0.26,0.018
2023-04-21,105.47000122070312,106.0,104.77999877929688,105.41000366210938,105.41000366210938,25800100.0,0.12000274658203125,0.0011390864447111682,105.39666748046875,0.24699150357498922,24.03696695169941,60.0,34.40951555540148,-0.27949943542481037,104.24964973356506,1.7666126320302737,24.536399901701476,0.24075523748318683,1.5604512493581983,6935819.731892129,46.07598627275771,104.59212212474822,0.08,0.26,-0.91,0.018,0.08,0.26,-0.91,0.018,0.08,0.26,-0.91,0.018
2023-04-24,105.48999786376953,106.62999725341797,104.69999694824219,105.97000122070312,105.97000122070312,23542800.0,0.55999755859375,0.005298503697400037,105.76666514078777,0.35043777191559045,24.06632735860747,60.0,47.687750549650744,3.6439975738525447,104.41349273234012,1.6972014864536789,24.235328497625403,0.20718856512483236,2.2543863368129866,7530875.997660588,50.71199438818554,104.62245372953593,0.0,-0.4,0.47,0.018,0.0,-0.4,0.47,0.018,0.0,-0.4,0.47,0.018
2023-04-25,105.83000183105469,106.69000244140625,103.83999633789062,103.8499984741211,103.8499984741211,46664100.0,-2.1200027465820312,-0.02020851107705468,104.79333241780598,-0.9245247598720141,23.869778197076375,60.0,2.8340227253846395,1.5945018768310604,104.35982661250974,1.4543611790927855,24.137710257430932,0.1566396912920472,-2.4429827603231518,-2608066.49419076,49.342862792739666,104.71804998961109,-1.76,-0.99,0.11,0.018,-1.76,-0.99,0.11,0.018,-1.76,-0.99,0.11,0.018
2023-04-26,104.91999816894531,106.3499984741211,102.62999725341797,103.70999908447266,103.70999908447266,53347600.0,-0.1399993896484375,-0.0013490018551376437,104.22999827067058,-0.5390168735722511,23.378853279043568,60.0,-34.41892148795813,0.3704978942871122,104.2979382765062,1.2363597199737768,24.11834994357286,0.11744363512605639,-5.404191795537786,-3070977.4413353526,47.572289861609725,104.86531675163356,-0.41,0.14,-0.75,0.018,-0.41,0.14,-0.75,0.018,-0.41,0.14,-0.75,0.018
2023-04-27,104.44999694824219,108.37000274658203,103.54000091552734,107.58999633789062,107.58999633789062,50089200.0,3.8799972534179688,0.03672913879430073,106.5,2.1545005989723975,23.2636710327128,50.00000000000001,79.03063667948011,-0.6495010375976591,104.61146761568568,1.3609867369483624,24.250443020258015,0.175506647050489,14.12674158199709,15730635.498401664,49.458459268236815,105.14504736489106,1.85,-0.56,0.01,0.018,1.85,-0.56,0.01,0.018,1.85,-0.56,0.01,0.018
2023-04-28,107.04000091552734,107.3499984741211,105.08999633789062,107.33999633789062,107.33999633789062,36139800.0,-0.25,-0.0023263399364106263,106.59333038330078,0.0875957864102439,23.15424789869857,50.0,77.9458576841505,1.818000030517581,104.87132749399092,1.423176146407684,24.378786242194995,0.1991344669255123,1.6571496396805454,13372008.308077695,54.77431267202148,105.46080039121784,0.77,0.15,0.17,0.018,0.77,0.15,0.17,0.018,0.77,0.15,0.17,0.018
2023-05-01,106.83999633789062,107.98999786376953,106.81999969482422,107.19999694824219,107.19999694824219,26681700.0,-0.1399993896484375,-0.001305112462958391,107.33666483561198,0.694935222212667,23.160353495103198,45.0,114.72657273798976,3.0845027923583928,105.09310553725294,1.4445134686456385,24.445752419280034,0.1356471777352407,5.196255999236064,11742729.258281466,54.14422551157844,105.69058048926718,-0.02,0.3,-0.78,0.016,-0.02,0.3,-0.78,0.016,-0.02,0.3,-0.78,0.016
2023-05-02,107.13999938964844,107.19999694824219,103.70999908447266,105.31999969482422,105.31999969482422,30997200.0,-1.8799972534179688,-0.017692888438308074,105.40999857584636,-1.81128004792237,22.396620138709228,40.0,-25.15221678085845,0.13650131225585938,105.11471450464067,1.2947977610819663,24.55319758572313,0.09643505623756694,-21.95520400877385,5074407.341907283,49.75091624342031,105.75885591703234,-1.28,-0.53,-1.39,0.016,-1.28,-0.53,-1.39,0.016,-1.28,-0.53,-1.39,0.016
2023-05-03,105.52999877929688,107.48999786376953,104.95999908447266,105.41000366210938,105.41000366210938,21795400.0,0.09000396728515625,0.0008542112781686484,105.95333353678386,0.5141252764268245,21.726830597999218,-40.0,11.01197480275282,-1.3680000305175781,105.14283728154246,1.1699234034171582,24.62758056396506,0.07919145650704344,8.938125559522307,4777956.401589151,49.56409542571399,105.80323587391973,-0.56,1.06,-1.02,0.016,-0.56,1.06,-1.02,0.016,-0.56,1.06,-1.02,0.016
2023-05-04,105.48999786376953,105.5999984741211,103.97000122070312,104.69000244140625,104.69000244140625,23419500.0,-0.720001220703125,-0.006853917357069861,104.75333404541016,-1.1390360629224716,20.863323903932145,-40.0,-80.61719867555273,-1.6989997863769588,105.09971015391044,1.0013189129579416,24.67280155443129,0.09057542833676824,-10.022390770346469,2717001.640651438,49.9437180726354,105.81181264011838,-0.78,-0.29,-0.99,0.016,-0.78,-0.29,-0.99,0.016,-0.78,-0.29,-0.99,0.016
2023-05-05,104.81999969482422,105.87999725341797,104.11000061035156,105.56999969482422,105.56999969482422,26625100.0,0.8799972534179688,0.008370611459258548,105.18666585286458,0.412815493050811,20.101556812034875,-40.0,-42.84456528137069,-0.4464992523193416,105.14449963399747,0.928009547053648,24.735844475233584,0.06699773368328618,1.3960423606432286,4689669.567444516,48.05052612542539,105.6644708959703,1.9,0.4,0.6,0.016,1.9,0.4,0.6,0.016,1.9,0.4,0.6,0.016
2023-05-08,105.18000030517578,107.95999908447266,105.16000366210938,107.7699966430664,107.7699966430664,26511400.0,2.1999969482421875,0.02062505834882522,106.96333312988281,1.67495528821755,19.790643978596826,-40.0,97.80168248491213,-0.3929962158203182,105.39454696819452,1.0354961588453335,24.78488220322488,0.10176069007683834,16.52873734289724,9797796.188985795,52.50642847573175,105.68916033952021,0.08,-0.31,-0.27,0.016,0.08,-0.31,-0.27,0.016,0.08,-0.31,-0.27,0.016
2023-05-09,108.38999938964844,110.1500015258789,107.19000244140625,107.3499984741211,107.3499984741211,36360100.0,-0.4199981689453125,-0.003904785348951556,108.23000081380208,1.177250512203365,19.875832629151425,-40.00000000000001,160.9728478516143,0.0670013427734375,105.58078044494943,1.074404662768032,24.847985634182564,0.062291685036966395,17.17707012598252,7410275.083113961,57.60485925849959,105.84334901401556,-0.43,0.11,-0.05,0.016,-0.43,0.11,-0.05,0.016,-0.43,0.11,-0.05,0.016
2023-05-10,107.97000122070312,112.94000244140625,107.93000030517578,111.75,111.75,63153400.0,4.400001525878906,0.04016972338294433,110.87333424886067,2.412981700505501,20.37269483131806,50.0,252.8438536169666,-2.408501434326169,106.16832516447805,1.443641878301591,25.110423754650164,0.13711041929321105,14.00186009396825,33168825.681335576,63.982988818642774,106.35030875831715,0.43,0.45,-1.31,0.016,0.43,0.45,-1.31,0.016,0.43,0.45,-1.31,0.016
2023-05-11,115.4000015258789,117.91999816894531,114.41000366210938,116.56999969482422,116.56999969482422,78900000.0,4.819999694824219,0.04222771482010135,116.3000005086263,4.77846470667167,21.4273904647931,55.0,354.1914180995018,-3.0055007934570312,107.15896083403481,2.10097993589018,25.33403405939689,0.11985755630534055,25.49083259495811,66228744.75183989,67.06359517115325,107.43681768927131,-0.21,-0.48,-0.08,0.016,-0.21,-0.48,-0.08,0.016,-0.21,-0.48,-0.08,0.016
2023-05-12,116.68000030517578,118.02999877929688,116.11000061035156,117.51000213623047,117.51000213623047,41073800.0,0.94000244140625,0.008031506211207073,117.21666717529297,0.7851014527097355,22.440606282316097,60.0,274.764013297143,0.44249649047851847,108.14477429138678,2.667031544017476,25.27886093456502,0.10919731680339453,4.230424258646005,63598337.84955343,67.88036167902328,107.96302102536959,-0.22,-0.19,0.35,0.016,-0.22,-0.19,0.35,0.016,-0.22,-0.19,0.35,0.016
2023-05-15,116.11000061035156,118.4800033569336,116.01000213623047,116.51000213623047,116.51000213623047,36266800.0,-1.0,-0.008546329957968446,117.00000254313152,-0.185012189119238,23.450654996176368,60.0,198.57541239845432,-0.33450355529785725,108.94146265756237,3.0003536695415107,25.233067938660305,0.03958656240907562,1.1918828004361262,54087372.34007215,67.64016057132189,108.54197182957515,0.47,0.84,0.01,0.016,0.47,0.84,0.01,0.016,0.47,0.84,0.01,0.016
2023-05-16,116.48999786376953,120.75,116.43000030517578,119.51000213623047,119.51000213623047,45035600.0,3.0,0.02542294318668059,118.89666748046875,1.6080818851341938,24.63852831789792,70.0,182.32958316939536,-1.2250030517578097,109.94799022695932,3.4666276576923423,25.325537965093535,0.08787503535851555,12.901767453935726,61803508.307684325,72.11198934225015,109.2969788442398,-0.72,-0.33,-0.46,0.016,-0.72,-0.33,-0.46,0.016,-0.72,-0.33,-0.46,0.016
2023-05-17,119.61000061035156,121.66999816894531,118.88999938964844,120.83999633789062,120.83999633789062,33323600.0,1.3299942016601562,0.011067258459331875,120.46666463216145,1.311829721622093,25.85371608105218,75.0,164.53538615904486,-3.938000106811529,110.98532414228612,3.8985327111316366,25.39216572080201,0.09974026586202911,14.098699177953078,60138430.8287089,75.35737852572427,109.9357548720709,1.32,0.87,1.18,0.016,1.32,0.87,1.18,0.016,1.32,0.87,1.18,0.016
